actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc,alternative_names
86,CON_86,Burkina Faso,Country/State,,,,BFA,Burkina Faso,439.0,Africa,,,,,,78.0,Government of Burkina Faso,https://ucdp.uu.se/actor/78,Government of Burkina Faso (2015-),Government of Burkina Faso (1987-2014) | Government of Burkina Faso (2014-2015) | Government of Burkina Faso (2015-),Burkina Faso is a Country/state in Africa.,"Burkina Faso (Upper Volta) | BURKINA FASO | Burkina Faso - Excellency FÃƒÆ’Ã‚Â©lix Houphouet - Boigny | Burkina Faso Excellency FÃƒÆ’Ã‚Â©lix Houphouet - Boigny | Burkina Faso Salif Diallo | Burkina Faso , CÃƒÆ’Ã‚Â´te d'Ivoire | Burkina Faso Facilitator Direct Dialogue"
87,IGO_87,African Union,Intergovernmental Organization,Regional,,AU,,,,Africa,,,1.0,,,,,,,,African Union None is an regional intergovernmental organization based in Africa.,African Union | AU | THE AU | Africa Union | African Union Commission | Commission of the African Union | L'Union Africaine | Chairperson of the African Union | Commission de lÃ¢â‚¬â„¢Union Africaine | Troika of the African Union | Secretary-General of the Organization of African Unity | African Union Mission for Mali and the Sahel | MISAHEL | MISMA | African Union High Level Ad-hoc Committee for South Sudan | African Union High-level Implementation Panel for Sudan and South Sudan | AUHIP | African Union Facilitator to the AJOC | African Union High Level Implementation Panel | Chairperson Africa Union | Chairperson African Union Commission  IV | Chairperson Commission African Union  - ( Signed | Chairperson Commission African Union ] | African Union ' | African Union - ( Signed | African Union - H.E. Kofi A. Annan | African Union Cc | African Union Excellency | African Union Facilitator | African Union High | African Union High Level | African Union Mali | African Union Mission Mali | African Union SRCC Francisco Madeira | African Unity | AU - UN | AU & ECOWAS | AU / UN Mediation | AU Commission | AU Headquarters | AUC | Organisation African Union | Commission African Union  Excellency Ahmedou Ould ABDALLAH  Special Representative Secretary - General | African Union  Excellency | African Union  - H.E. Kofi A. Annan | African Union High Level Ad - hoc Committee South Sudan | AU High Representative | AU High Representatives | Chairperson African Union Commission | African Union High - Level Implementation Panel | AU Chair
88,CON_88,Côte d’Ivoire,Country/State,,,,CIV,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,76.0,Government of Ivory Coast,https://ucdp.uu.se/actor/76,Government of the Ivory Coast (2011-),,Côte d’Ivoire is a Country/state in Africa.,Cote DÃ¢â‚¬â„¢Ivoire | COTE D'IVOIRE | Ivory Coast | Republic CÃƒÆ’Ã‚Â´te | Republic CÃƒÆ’Ã‚Â´te d'Ivoire | Republic CÃƒÆ’Ã¢â‚¬ÂTE | Republic CBte d'lvoire | Republic Cote dÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢Ivoire | Republic Cote d'Ivoire | Republic Cote D'Ivoire H.E. Seydou Limana Diarra | Republic of Cote d'Ivoire | CÃƒÂ´te d'Ivoire | Republic Cote dÃ¢â‚¬â„¢Ivoire | Republic CÃƒÂ´te d'Ivoire | Republic CÃƒâ€TE
89,IGO_89,Economic Community of West African States,Intergovernmental Organization,Regional,,ECOWAS,,,,Africa,,,1.0,,,,,,,,Economic Community of West African States None is an regional intergovernmental organization based in Africa.,ECOWAS | Economic Community Of West African States | Economic Community West African States | CEDEAO | CEDEAO Ministerial Council Mediation Security | Economic Community | Economic Community Central African States | Economic Community West Africa | ECOWAS Committee | ECOWAS Executive | ECOWAS Group | ECOWAS Group Seven | Economic Community of West African States (ECOWAS) | Authority Heads State Government ECOWAS
90,CON_90,Nigeria,Country/State,,,,NGA,Nigeria,475.0,Africa,,,,,,84.0,Government of Nigeria,https://ucdp.uu.se/actor/84,Government of Nigeria (2015-),Government of Nigeria (1999-2015) | Government of Nigeria (2015-),Nigeria is a Country/state in Africa.,Nigeria | Federal Republic Nigeria | Federal Republic Nigeria : Olusegun Obasanjo | Federal Republic Nigeria ] Page | Republic Nigeria | Federal Republic of Nigeria | Republic of Nigeria | Federal Government Nigeria | Federal Republic  Nigeria
91,CON_91,Guinea-Bissau,Country/State,,,,GNB,Guinea-Bissau,404.0,Africa,,,,,,70.0,Government of Guinea-Bissau,https://ucdp.uu.se/actor/70,Government of Guinea-Bissau (2014-2020),,Guinea-Bissau is a Country/state in Africa.,Guinea-Bissau | Republic Guinea - Bissau
92,CON_92,Senegal,Country/State,,,,SEN,Senegal,433.0,Africa,,,,,,73.0,Government of Senegal,https://ucdp.uu.se/actor/73,Government of Senegal (2012-),Government of Senegal (2000-2012) | Government of Senegal (2012-),Senegal is a Country/state in Africa.,Senegal | Republic SENEGAL | Republic Senegal - Honourable | Republic Senegal Excellency Gnassingbe | Republic of Senegal | Republic Senegal  Excellency Gnassingbe | Republic Senegal  - Honourable
93,CON_93,Mali,Country/State,,,,MLI,Mali,432.0,Africa,,,,,,72.0,Government of Mali,https://ucdp.uu.se/actor/72,Government of Mali (2020-2021),Government of Mali (2012-2013) | Government of Mali (2013-2020) | Government of Mali (2020-2021),Mali is a Country/state in Africa.,Mali | Islamic Republic Mali | Mali  Mainy Ould Assalik | Republic Mali | Republic Mali  Gal | Islamic Republic of Mali
94,CON_94,Ghana,Country/State,,,,GHA,Ghana,452.0,Africa,,,,,,81.0,Government of Ghana,https://ucdp.uu.se/actor/81,Government of Ghana (2017-),,Ghana is a Country/state in Africa.,Ghana | Ghana Honourable | Ghana V. INTERNATIONAL PARTNERS | Republic Ghana | Republic of Ghana
95,NGO_95,Community of Sant' Egidio,Civil Society,Religious,,,,,,,,1.0,,,,,,,,,Community of Sant' Egidio is a religious representative.,community of sant egidio | Community of Sant'Egidio | Matteo Zuppi | Andrea Riccardi | Sant'Egidio | Paolo Impagliazzo
96,NGO_96,Catholic Church,Civil Society,Religious,,,,,,,,1.0,,,,,,,,,Catholic Church is a religious representative.,Cath Church | Miguel Cardinal Obando y Bravo | Abbe Bruno Stephanie KOMGBO
97,CON_97,Mozambique,Country/State,,,,MOZ,Mozambique,541.0,Africa,,,,,,100.0,Government of Mozambique,https://ucdp.uu.se/actor/100,Government of Mozambique (1990-),,Mozambique is a Country/state in Africa.,Mozambique | People Republic Mozambique | Republic Mozambique | Republic Mozambique Current | GRM | Government of the Republic of Mozambique
98,ARM_98,RENAMO,Armed Organization,,,,MOZ,Mozambique,541.0,Africa,,,,,,498.0,Renamo,https://ucdp.uu.se/actor/498,RENAMO: Mozambican National Resistance,,RENAMO None is an Armed Organization based in Mozambique.,Mozambican National Resistance | Resistência Nacional Moçambicana
99,CON_99,Sierra Leone,Country/State,,,,SLE,Sierra Leone,451.0,Africa,,,,,,80.0,Government of Sierra Leone,https://ucdp.uu.se/actor/80,Government of Sierra Leone (2018-),Government of Sierra Leone (1998-2007) | Government of Sierra Leone (2007-2018) | Government of Sierra Leone (2018-),Sierra Leone is a Country/state in Africa.,Sierra Leone | Republic Sierra Leone | Republic ofÃ‚Â Sierra Leone | Salone
100,ARM_100,Revolutionary United Front,Armed Organization,,,RUF,SLE,Sierra Leone,451.0,Africa,,,,,,532.0,RUF,https://ucdp.uu.se/actor/532,RUF: Revolutionary United Front,RUF: Revolutionary United Front (Makeni Faction) I-RUF: Revolutionary United Front (Superman Faction) RUF: Revolutionary United Front (Superman Faction),Revolutionary United Front None is an Armed Organization based in Sierra Leone.,
101,OTH_101,GOGOA,Other,,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,GOGOA is an Other actor.,
102,NGO_102,Amnistiaren Aldeko Batzordeak,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Amnistiaren Aldeko Batzordeak is a non-governmental organisation/civil society representative based in Spain.,
103,NGO_103,Senideak,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Senideak is a non-governmental organisation/civil society representative based in Spain.,
104,NGO_104,Bakea Orain (Peace Now),Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Bakea Orain (Peace Now) is a non-governmental organisation/civil society representative based in Spain.,
105,NGO_105,Gernika Batzordea,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Gernika Batzordea is a non-governmental organisation/civil society representative based in Spain.,
106,NGO_106,Egizan,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Egizan is a non-governmental organisation/civil society representative based in Spain.,
107,NGO_107,Herria 2000 Eliza (aldizkaria),Civil Society,Religious,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Herria 2000 Eliza (aldizkaria) is a religious representative.,
108,NGO_108,Hiru,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Hiru is a representative of unions in Spain.,
109,NGO_109,Auto-Determinazioren Bilzarrak,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Auto-Determinazioren Bilzarrak is a non-governmental organisation/civil society representative based in Spain.,
110,NGO_110,Elkarri,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Elkarri is a non-governmental organisation/civil society representative based in Spain.,
111,NGO_111,Ezker Sindikalaren Konbergentzia ,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Ezker Sindikalaren Konbergentzia  is a representative of unions in Spain.,
112,NGO_112,STEE-ELIAS,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,STEE-ELIAS is a representative of unions in Spain.,
113,NGO_113,Ezker Sindikalaren Koordinakundea-Coordinadora Unitaria de Izquierda Sindical,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Ezker Sindikalaren Koordinakundea-Coordinadora Unitaria de Izquierda Sindical is a representative of unions in Spain.,
114,POL_114,National Unity,Political Party,,,AB,ESP,Spain,230.0,Europe,,,,,,,,,,,National Unity None is a Political Party based in Spain.,
115,POL_115,Partido Nacionalista Vasco,Political Party,,,PNV,ESP,Spain,230.0,Europe,,,,,,,,,,,Partido Nacionalista Vasco None is a Political Party based in Spain.,
116,POL_116,Eusko Alkartasuna,Political Party,,,EA,ESP,Spain,230.0,Europe,,,,,,,,,,,Eusko Alkartasuna None is a Political Party based in Spain.,Basque Solidarity
117,POL_117,Izquierda Unida,Political Party,,,IU,ESP,Spain,230.0,Europe,,,,,,,,,,,Izquierda Unida None is a Political Party based in Spain.,
118,ARM_118,Herri Batasuna,Armed Organization,,,,ESP,Spain,230.0,Europe,,,,,,,,,,,Herri Batasuna None is an Armed Organization based in Spain.,
119,NGO_119,Eusko Langileen Alkartasuna,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Eusko Langileen Alkartasuna is a representative of unions in Spain.,
120,NGO_120,Langile Abertzaleen Batzordeak,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Langile Abertzaleen Batzordeak is a representative of unions in Spain.,
121,NGO_121,Euskal Herriko Nekazarien Elkartasuna,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Euskal Herriko Nekazarien Elkartasuna is a representative of unions in Spain.,
122,POL_122,BATZARRE ZUTIK (Batzarre),Political Party,,,BATZARRE ZUTIK,ESP,Spain,230.0,Europe,,,,,,,,,,,BATZARRE ZUTIK (Batzarre) None is a Political Party based in Spain.,
123,ARM_123,Rahanwein Resistance Army,Armed Organization,,,,SOM,Somalia,520.0,Africa,,,,,,,,,RRA: Rahanweyn Resistance Army,,Rahanwein Resistance Army None is an Armed Organization based in Somalia.,
124,ARM_124,Somali Salvation Democratic Front,Armed Organization,,,SSDF,SOM,Somalia,520.0,Africa,,,,,,499.0,SSDF,https://ucdp.uu.se/actor/499,SSDF: Somali Salvation Democratic Front,,Somali Salvation Democratic Front None is an Armed Organization based in Somalia.,
125,UMB_125,Somali National Alliance,Umbrella,,,SNA,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali National Alliance is an Umbrella actor.,
126,ARM_126,Southern Somali National Movement,Armed Organization,,,SSNM,SOM,Somalia,520.0,Africa,,,,,,,,,,,Southern Somali National Movement None is an Armed Organization based in Somalia.,
127,ARM_127,United Somali Root,Armed Organization,,,USR,SOM,Somalia,520.0,Africa,,,,,,,,,,,United Somali Root None is an Armed Organization based in Somalia.,
128,ARM_128,Somali Patriotic Movement,Armed Organization,,,SPM,SOM,Somalia,520.0,Africa,,,,,,501.0,SPM,https://ucdp.uu.se/actor/501,SPM: Somali Patriotic Movement,,Somali Patriotic Movement None is an Armed Organization based in Somalia.,Somali Patriotic Movement | Somali Patriotic Movement / Somali National Alliance | Somali Patriotic Movement / Somali Salvation Alliance | SPM | SPM / Nakuru
129,ARM_129,Upper Jubba,Armed Organization,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,Upper Jubba None is an Armed Organization based in Somalia.,
130,POL_130,United Somali Party,Political Party,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,United Somali Party None is a Political Party based in Somalia.,
131,ARM_131,United Somali Front,Armed Organization,,,USF,SOM,Somalia,520.0,Africa,,,,,,,,,,,United Somali Front None is an Armed Organization based in Somalia.,
132,ARM_132,United Somali Congress,Armed Organization,,,USC,SOM,Somalia,520.0,Africa,,,,,,503.0,USC/SNA,https://ucdp.uu.se/actor/503,USC-SNA Atto: United Somali Congress-Somali National Alliance (Atto Faction),,United Somali Congress None is an Armed Organization based in Somalia.,Somali National Alliance | SNA | USC/SNA
133,ARM_133,Somali Afrikans Muki Organization,Armed Organization,,,SAMO,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Afrikans Muki Organization None is an Armed Organization based in Somalia.,
134,ARM_134,Somali National Union,Armed Organization,,,SNU,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali National Union None is an Armed Organization based in Somalia.,Somali National Union | Somali National Union / Somali Salvation Alliance
135,ARM_135,Somali National Democratic Union,Armed Organization,,,SNDU,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali National Democratic Union None is an Armed Organization based in Somalia.,Somali National Democratic Union | Somali National Democratic Union / Somali Salvation Alliance
136,ARM_136,Somali Democratic Movement,Armed Organization,,,SDM,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Democratic Movement None is an Armed Organization based in Somalia.,Somali Democratic Movement | Somali Democratic Movement / Bonkai | Somali Democratic Movement / Rahanwein Resistance Army | Somali Democratic Movement / Somali National Alliance | Somali Democratic Movement / Somali Salvation Alliance
137,ARM_137,Somali Democratic Alliance,Armed Organization,,,SDA,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Democratic Alliance None is an Armed Organization based in Somalia.,Somali Democratic Alliance | Somali Democratic Alliance / Somali Salvation Alliance
138,ARM_138,Somali Salvation Congress,Armed Organization,,,SSC,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Salvation Congress None is an Armed Organization based in Somalia.,
139,CON_139,Italy,Country/State,,,,ITA,Italy,325.0,Europe,,,,,,44.0,Government of Italy,https://ucdp.uu.se/actor/44,Government of Italy (2018-),,Italy is a Country/state in Europe.,Italy/Sardinia | ITALY | Republic Italy | Government Italian Public | Government Italy | Italian Government  Signing | Italian Republic
